NBR,AIRLINES,ACTIONCODE,ARR,DEP,From,To,DOS,OverN,SEATS,TYPE,ORR,PRE,ETA_R,ETD_R,ETA_C,ETD_C,NEX,DES,SERVICE TYPE,1,2,3,4,5,6,7
1,0V,K,8056,,2024-03-31,2024-10-26,1234567,0,68,AT7,VCS,VCS,9:55,,9:55,,,,J,1,2,3,4,5,6,7
2,0V,K,8090,,2024-03-31,2024-10-25,0000507,0,68,AT7,VCS,VCS,6:50,,6:50,,,,J,,,,,5,,7
3,0V,K,,8091,2024-03-31,2024-10-25,0000507,0,68,AT7,,,,7:15,,7:15,VCS,VCS,J,,,,,5,,7
4,0V,K,8068,,2024-03-31,2024-05-23,0204067,0,68,AT7,VCS,VCS,11:10,,11:10,,,,J,,2,,4,,6,7
5,0V,K,,8063,2024-03-31,2024-10-20,0000007,0,68,AT7,,,,5:20,,5:20,VCS,VCS,J,,,,,,,7
6,0V,K,,8061,2024-03-31,2024-08-31,1234060,0,68,AT7,,,,6:35,,6:35,CAH,CAH,J,1,2,3,4,,6,
7,0V,K,8058,,2024-03-31,2024-10-26,0234000,0,68,AT7,VCS,VCS,2:30,,2:30,,,,J,,2,3,4,,,
8,0V,K,,8059,2024-03-31,2024-10-20,0000007,0,68,AT7,,,,23:50,,23:50,VCS,VCS,J,,,,,,,7
9,0V,K,,8093,2024-03-31,2024-04-04,0000500,0,68,AT7,,,,6:30,,6:30,VCS,VCS,J,,,,,5,,
10,0V,K,8052,,2024-03-31,2024-05-19,0000007,0,68,AT7,VCS,VCS,3:50,,3:50,,,,J,,,,,,,7
11,0V,K,,8053,2024-03-31,2024-05-19,0000007,0,68,AT7,,,,1:10,,1:10,VCS,VCS,J,,,,,,,7
12,0V,K,,8097,2024-03-31,2024-06-29,0000007,0,68,AT7,,,,7:30,,7:30,VCS,VCS,J,,,,,,,7
13,0V,K,8098,,2024-03-31,2024-06-29,0000007,0,68,AT7,VCS,VCS,10:10,,10:10,,,,J,,,,,,,7
14,0V,K,,8063,2024-03-31,2024-10-26,0004000,0,68,AT7,,,,5:20,,5:20,VCS,VCS,J,,,,4,,,
15,0V,K,8052,,2024-03-31,2024-05-18,0000060,0,68,AT7,VCS,VCS,3:50,,3:50,,,,J,,,,,,6,
16,0V,K,8074,,2024-03-31,2024-06-29,0000060,0,68,AT7,VCS,VCS,0:35,,0:35,,,,J,,,,,,6,
17,0V,K,8092,,2024-03-31,2024-06-24,0000007,0,68,AT7,VCS,VCS,9:15,,9:15,,,,J,,,,,,,7
18,0V,K,,8061,2024-03-31,2024-10-26,0000507,0,68,AT7,,,,8:35,,8:35,CAH,CAH,G,,,,,5,,7
19,0V,K,,8069,2024-03-31,2024-05-23,0034000,0,68,AT7,,,,8:35,,8:35,VCS,VCS,J,,,3,4,,,
20,0V,K,,8069,2024-03-31,2024-05-23,0200000,0,68,AT7,,,,8:50,,8:50,VCS,VCS,J,,2,,,,,
21,0V,K,,8069,2024-03-31,2024-05-19,0000567,0,68,AT7,,,,8:35,,8:35,VCS,VCS,J,,,,,5,6,7
22,0V,K,8068,,2024-03-31,2024-05-22,0030500,0,68,AT7,VCS,VCS,11:10,,11:10,,,,J,,,3,,5,,
23,0V,K,8060,,2024-03-31,2024-10-26,0000507,0,68,AT7,CAH,CAH,11:20,,11:20,,,,G,,,,,5,,7
24,0V,K,,8075,2024-03-31,2024-06-28,0000500,0,68,AT7,,,,21:55,,21:55,VCS,VCS,J,,,,,5,,
25,0V,K,,8051,2024-03-31,2024-05-18,0004060,0,68,AT7,,,,22:00,,22:00,VCS,VCS,J,,,,4,,6,
26,0V,K,,8073,2024-03-31,2024-05-18,0004060,0,68,AT7,,,,22:20,,22:20,VCS,VCS,J,,,,4,,6,
27,0V,K,8060,,2024-03-31,2024-10-26,1204060,0,68,AT7,CAH,CAH,9:15,,9:15,,,,J,1,2,,4,,6,
28,0V,K,8058,,2024-03-31,2024-10-20,0000007,0,68,AT7,VCS,VCS,2:30,,2:30,,,,J,,,,,,,7
29,0V,K,8066,,2024-03-31,2024-10-20,0000007,0,68,AT7,VCS,VCS,6:10,,6:10,,,,J,,,,,,,7
30,0V,K,8066,,2024-03-31,2024-10-26,1000000,0,68,AT7,VCS,VCS,5:35,,5:35,,,,J,1,,,,,,
31,0V,K,8002,,2024-03-31,2024-10-26,1234567,0,68,AT7,VKG,VKG,4:15,,4:15,,,,J,1,2,3,4,5,6,7
32,0V,K,,8003,2024-03-31,2024-10-26,1234567,0,68,AT7,,,,1:35,,1:35,VKG,VKG,J,1,2,3,4,5,6,7
33,0V,K,8054,,2024-03-31,2024-08-29,0204000,0,68,AT7,VCS,VCS,1:05,,1:05,,,,J,,2,,4,,,
34,0V,K,,8055,2024-03-31,2024-10-26,1030500,0,68,AT7,,,,22:15,,22:15,VCS,VCS,J,1,,3,,5,,
35,0V,K,,8067,2024-03-31,2024-10-26,1204000,0,68,AT7,,,,3:00,,3:00,VCS,VCS,J,1,2,,4,,,
36,0V,K,,8057,2024-03-31,2024-10-26,0200000,0,68,AT7,,,,4:15,,4:15,VCS,VCS,J,,2,,,,,
37,0V,K,8058,,2024-04-01,2024-10-26,1000500,0,68,AT7,VCS,VCS,2:30,,2:30,,,,J,1,,,,5,,
38,0V,K,8058,,2024-04-01,2024-10-26,0000060,0,68,AT7,VCS,VCS,2:35,,2:35,,,,J,,,,,,6,
39,0V,K,8060,,2024-04-01,2024-10-26,0030000,0,68,AT7,CAH,CAH,9:15,,9:15,,,,J,,,3,,,,
40,0V,K,8050,,2024-04-01,2024-05-17,0000500,0,68,AT7,VCS,VCS,0:35,,0:35,,,,J,,,,,5,,
41,0V,K,,8059,2024-04-01,2024-10-25,1034500,0,68,AT7,,,,23:50,,23:50,VCS,VCS,J,1,,3,4,5,,
42,0V,K,8062,,2024-04-01,2024-10-26,0234500,0,68,AT7,VCS,VCS,7:55,,7:55,,,,J,,2,3,4,5,,
43,0V,K,8062,,2024-04-01,2024-10-26,1000000,0,68,AT7,VCS,VCS,8:00,,8:00,,,,J,1,,,,,,
44,0V,K,,8063,2024-04-01,2024-10-26,1230500,0,68,AT7,,,,5:20,,5:20,VCS,VCS,J,1,2,3,,5,,
45,0V,K,8062,,2024-04-01,2024-04-05,0000060,0,68,AT7,VCS,VCS,7:55,,7:55,,,,J,,,,,,6,
46,0V,K,,8063,2024-04-01,2024-04-05,0000060,0,68,AT7,,,,5:20,,5:20,VCS,VCS,J,,,,,,6,
47,0V,K,,8059,2024-04-02,2024-10-26,0200000,0,68,AT7,,,,23:50,,23:50,VCS,VCS,J,,2,,,,,
48,0V,K,8050,,2024-04-02,2024-06-02,0000060,0,68,AT7,VCS,VCS,0:35,,0:35,,,,J,,,,,,6,
49,0V,K,8066,,2024-04-02,2024-10-26,0204060,0,68,AT7,VCS,VCS,6:05,,6:05,,,,J,,2,,4,,6,
50,0V,K,8066,,2024-04-02,2024-06-02,0030500,0,68,AT7,VCS,VCS,6:10,,6:10,,,,J,,,3,,5,,
51,0V,K,8052,,2024-04-05,2024-05-17,0000500,0,68,AT7,VCS,VCS,3:50,,3:50,,,,J,,,,,5,,
52,0V,K,,8053,2024-04-05,2024-05-17,0000500,0,68,AT7,,,,1:10,,1:10,VCS,VCS,J,,,,,5,,
53,0V,K,,8097,2024-04-05,2024-06-06,0000500,0,68,AT7,,,,7:30,,7:30,VCS,VCS,J,,,,,5,,
54,0V,K,8098,,2024-04-05,2024-06-06,0000500,0,68,AT7,VCS,VCS,10:10,,10:10,,,,J,,,,,5,,
55,0V,K,,8059,2024-04-06,2024-10-19,0000060,0,68,AT7,,,,23:50,,23:50,VCS,VCS,J,,,,,,6,
56,0V,K,,8097,2024-04-06,2024-10-26,0000060,0,68,AT7,,,,7:30,,7:30,VCS,VCS,J,,,,,,6,
57,0V,K,8098,,2024-04-06,2024-10-26,0000060,0,68,AT7,VCS,VCS,10:10,,10:10,,,,J,,,,,,6,
58,0V,K,8050,,2024-04-07,2024-05-19,0000007,0,68,AT7,VCS,VCS,0:35,,0:35,,,,J,,,,,,,7
59,0V,K,8866,,2024-04-18,2024-05-01,1000000,0,68,AT7,VCS,VCS,5:40,,5:40,,,,J,1,,,,,,
60,0V,K,8858,,2024-05-11,2024-10-26,0000060,0,68,AT7,VCS,VCS,2:15,,2:15,,,,J,,,,,,6,
61,0V,K,8868,,2024-05-25,2024-08-31,0000060,0,68,AT7,VCS,VCS,11:10,,11:10,,,,J,,,,,,6,
62,0V,K,8868,,2024-05-26,2024-10-26,0000007,0,68,AT7,VCS,VCS,11:10,,11:10,,,,J,,,,,,,7
63,0V,K,8868,,2024-05-28,2024-09-05,0204000,0,68,AT7,VCS,VCS,11:10,,11:10,,,,J,,2,,4,,,
64,0V,K,8092,,2024-06-01,2024-10-26,0000500,0,68,AT7,VCS,VCS,9:15,,9:15,,,,J,,,,,5,,
65,0V,K,,8093,2024-06-01,2024-10-26,0000500,0,68,AT7,,,,6:30,,6:30,VCS,VCS,J,,,,,5,,
66,0V,K,8062,,2024-06-10,2024-10-20,0000007,0,68,AT7,VCS,VCS,7:55,,7:55,,,,J,,,,,,,7
67,0V,K,8050,,2024-06-10,2024-10-26,0000060,0,68,AT7,VCS,VCS,0:35,,0:35,,,,J,,,,,,6,
68,0V,K,8066,,2024-06-10,2024-10-26,0030500,0,68,AT7,VCS,VCS,6:10,,6:10,,,,J,,,3,,5,,
69,0V,K,8092,,2024-06-24,2024-10-20,0000007,0,68,AT7,VCS,VCS,9:15,,9:15,,,,J,,,,,,,7
70,0V,K,,8067,2024-07-07,2024-10-26,0030507,0,68,AT7,,,,3:00,,3:00,VCS,VCS,J,,,3,,5,,7
71,0V,K,8858,,2024-07-07,2024-08-04,0000007,0,68,AT7,VCS,VCS,2:15,,2:15,,,,J,,,,,,,7
72,0V,K,,8865,2024-07-10,2024-08-07,0030000,0,68,AT7,,,,22:15,,22:15,VCS,VCS,J,,,3,,,,
73,0V,K,8802,,2024-07-11,2024-10-03,0004000,0,68,AT7,VKG,VKG,0:30,,0:30,,,,J,,,,4,,,
74,0V,K,8866,,2024-08-31,2024-09-04,1000000,0,68,AT7,VCS,VCS,5:40,,5:40,,,,J,1,,,,,,
75,0V,K,,8061,2024-09-02,2024-10-26,1234060,0,68,AT7,,,,6:35,,6:35,CAH,CAH,J,1,2,3,4,,6,
76,0V,K,8858,,2024-09-06,2024-10-26,0000507,0,68,AT7,VCS,VCS,2:15,,2:15,,,,J,,,,,5,,7
77,0V,K,8858,,2024-09-09,2024-10-26,1000000,0,68,AT7,VCS,VCS,2:15,,2:15,,,,J,1,,,,,,
78,3S,K,,623,2024-03-31,2024-10-20,0000007,0,0,77X,,,,15:10,,15:10,HAN,FRA,F,,,,,,,7
79,3S,K,620,,2024-03-31,2024-10-20,0000007,0,0,77X,FRA,BKK,13:10,,13:10,,,,F,,,,,,,7
80,3S,K,618,,2024-04-02,2024-10-22,0200000,0,0,77X,FRA,BKK,12:55,,12:55,,,,F,,2,,,,,
81,3S,K,,619,2024-04-02,2024-10-22,0200000,0,0,77X,,,,14:55,,14:55,HAN,FRA,F,,2,,,,,
82,3U,K,3903,3904,2024-03-31,2024-10-26,1234567,1,201,321,TFU,TFU,15:20,0:50,15:20,0:50,TFU,TFU,JJ,1,2,3,4,5,6,7
83,3U,K,3797,3798,2024-03-31,2024-10-26,0030507,0,201,321,NNG,NNG,5:35,6:35,5:35,6:35,NNG,NNG,JJ,,,3,,5,,7
84,5J,K,751,752,2024-03-31,2024-10-26,1034507,0,236,32Q,MNL,MNL,17:25,18:10,17:25,18:10,MNL,MNL,JJ,1,,3,4,5,,7
85,5J,K,753,754,2024-03-31,2024-10-26,1000500,0,180,320,MNL,MNL,14:20,15:05,14:20,15:05,MNL,MNL,JJ,1,,,,5,,
86,5J,K,751,,2024-03-31,2024-10-26,0200060,0,236,32Q,MNL,MNL,17:25,,17:25,,,,J,,2,,,,6,
87,5J,K,753,,2024-03-31,2024-10-26,0030000,0,180,320,MNL,MNL,14:20,,14:20,,,,J,,,3,,,,
88,5J,K,,752,2024-03-31,2024-10-26,0200060,0,236,32Q,,,,18:10,,18:10,MNL,MNL,J,,2,,,,6,
89,5J,K,,754,2024-03-31,2024-10-26,0030000,0,180,320,,,,15:05,,15:05,MNL,MNL,J,,,3,,,,
90,5X,K,168,168,2024-03-31,2024-10-20,0000007,0,0,76F,SIN,PEN,12:10,13:40,12:10,13:40,HKG,HKG,FF,,,,,,,7
91,5X,K,,67,2024-04-01,2024-10-23,1230000,0,0,74N,,,,21:45,,21:45,HKG,HKG,F,1,2,3,,,,
92,5X,K,68,,2024-04-01,2024-10-21,1000000,0,0,74N,ANC,ANC,19:45,,19:45,,,,F,1,,,,,,
93,5X,K,68,,2024-04-02,2024-10-23,0230000,0,0,74N,HNL,HNL,19:45,,19:45,,,,F,,2,3,,,,
94,6E,K,1641,1642,2024-03-31,2024-10-26,1234567,0,186,32N,CCU,CCU,18:40,19:40,18:40,19:40,CCU,CCU,JJ,1,2,3,4,5,6,7
95,7C,K,4703,4704,2024-03-31,2024-10-26,1234567,0,189,738,ICN,ICN,18:00,19:00,18:00,19:00,ICN,ICN,JJ,1,2,3,4,5,6,7
96,9C,K,6489,6490,2024-06-21,2024-10-26,1234567,0,180,320,PVG,PVG,10:55,11:55,10:55,11:55,PVG,PVG,JJ,1,2,3,4,5,6,7
97,AE,K,1857,1858,2024-03-31,2024-10-26,1234567,0,158,738,RMQ,RMQ,3:20,4:20,3:20,4:20,RMQ,RMQ,JJ,1,2,3,4,5,6,7
98,AF,K,258,253,2024-04-03,2024-10-25,0030507,0,312,772,CDG,CDG,0:25,2:25,0:25,2:25,CDG,CDG,JJ,,,3,,5,,7
99,AI,K,316,317,2024-03-31,2024-08-26,1000000,0,162,320,DEL,DEL,13:55,15:05,13:55,15:05,DEL,DEL,JJ,1,,,,,,
100,AI,K,316,317,2024-03-31,2024-10-26,0230567,0,162,320,DEL,DEL,13:55,15:05,13:55,15:05,DEL,DEL,JJ,,2,3,,5,6,7
101,AI,K,316,317,2024-03-31,2024-10-26,0004000,0,162,320,DEL,DEL,13:55,15:05,13:55,15:05,DEL,DEL,JJ,,,,4,,,
102,AI,K,316,317,2024-09-09,2024-10-24,1000000,0,162,320,DEL,DEL,13:55,15:05,13:55,15:05,DEL,DEL,JJ,1,,,,,,
103,AK,K,1490,1491,2024-03-31,2024-10-26,1234567,0,180,320,JHB,JHB,1:20,1:50,1:20,1:50,JHB,JHB,JJ,1,2,3,4,5,6,7
104,AK,K,520,521,2024-03-31,2024-10-26,1234567,0,180,320,KUL,KUL,1:05,1:35,1:05,1:35,KUL,KUL,JJ,1,2,3,4,5,6,7
105,AK,K,528,529,2024-03-31,2024-10-26,1234567,0,180,320,KUL,KUL,5:10,5:40,5:10,5:40,KUL,KUL,JJ,1,2,3,4,5,6,7
106,AK,K,522,523,2024-03-31,2024-10-26,0204560,0,180,320,KUL,KUL,8:50,9:20,8:50,9:20,KUL,KUL,JJ,,2,,4,5,6,
107,AK,K,1502,1503,2024-03-31,2024-10-26,1234567,0,180,320,PEN,PEN,6:00,6:30,6:00,6:30,PEN,PEN,JJ,1,2,3,4,5,6,7
108,AK,K,526,527,2024-03-31,2024-10-26,1234567,0,180,320,KUL,KUL,5:55,6:25,5:55,6:25,KUL,KUL,JJ,1,2,3,4,5,6,7
109,AK,K,522,523,2024-03-31,2024-06-30,1030007,0,180,320,KUL,KUL,8:50,9:20,8:50,9:20,KUL,KUL,JJ,1,,3,,,,7
110,AK,K,,525,2024-03-31,2024-10-24,0000007,0,180,320,,,,14:10,,14:10,KUL,KUL,J,,,,,,,7
111,AK,K,524,,2024-03-31,2024-10-26,1234067,0,180,320,KUL,KUL,13:40,,13:40,,,,J,1,2,3,4,,6,7
112,AK,K,,525,2024-03-31,2024-10-24,1204000,0,180,320,,,,15:05,,15:05,KUL,KUL,J,1,2,,4,,,
113,AK,K,,525,2024-03-31,2024-04-02,0030060,0,180,320,,,,15:00,,15:00,KUL,KUL,J,,,3,,,6,
114,AK,K,,525,2024-04-03,2024-06-26,0030000,0,180,320,,,,14:10,,14:10,KUL,KUL,J,,,3,,,,
115,AK,K,524,525,2024-04-05,2024-10-25,0000500,0,180,320,KUL,KUL,13:40,14:10,13:40,14:10,KUL,KUL,JJ,,,,,5,,
116,AK,K,,525,2024-04-06,2024-06-29,0000060,0,180,320,,,,14:10,,14:10,KUL,KUL,J,,,,,,6,
117,AK,K,,525,2024-06-29,2024-08-31,0030000,0,180,320,,,,15:00,,15:00,KUL,KUL,J,,,3,,,,
118,AK,K,,525,2024-07-06,2024-08-21,0000060,0,180,320,,,,15:00,,15:00,KUL,KUL,J,,,,,,6,
119,AK,K,,525,2024-09-07,2024-10-29,0030000,0,180,320,,,,14:10,,14:10,KUL,KUL,J,,,3,,,,
120,AK,K,,525,2024-09-08,2024-10-26,0000060,0,180,320,,,,14:10,,14:10,KUL,KUL,J,,,,,,6,
121,AK,K,522,523,2024-10-24,2024-10-26,1030007,0,180,320,KUL,KUL,8:50,9:20,8:50,9:20,KUL,KUL,JJ,1,,3,,,,7
122,BI,K,383,384,2024-03-31,2024-10-20,0000007,0,150,320,BWN,BWN,12:45,13:35,12:45,13:35,BWN,BWN,JJ,,,,,,,7
123,BI,K,381,382,2024-04-02,2024-10-22,0200000,0,150,320,BWN,BWN,6:15,7:05,6:15,7:05,BWN,BWN,JJ,,2,,,,,
124,BI,K,381,382,2024-04-04,2024-10-24,0004000,0,150,320,BWN,BWN,6:25,7:15,6:25,7:15,BWN,BWN,JJ,,,,4,,,
125,BL,K,,6801,2024-03-31,2024-10-26,1234567,0,180,320,,,,6:05,,6:05,BKK,BKK,J,1,2,3,4,5,6,7
126,BL,K,,6855,2024-03-31,2024-10-26,1004507,0,180,320,,,,0:00,,0:00,SIN,SIN,J,1,,,4,5,,7
127,BL,K,,6900,2024-03-31,2024-10-26,0230567,0,180,320,,,,15:45,,15:45,CAN,CAN,J,,2,3,,5,6,7
128,BL,K,6800,,2024-03-31,2024-10-26,1234567,0,180,320,BKK,BKK,10:25,,10:25,,,,J,1,2,3,4,5,6,7
129,BL,K,6854,,2024-03-31,2024-10-26,1004507,0,180,320,SIN,SIN,5:15,,5:15,,,,J,1,,,4,5,,7
130,BL,K,6901,,2024-03-31,2024-10-26,0230567,0,180,320,CAN,CAN,22:20,,22:20,,,,J,,2,3,,5,6,7
131,BL,K,,6855Z,2024-03-31,2024-10-26,1200500,0,180,320,,,,23:55,,23:55,SIN,SIN,J,1,2,,,5,,
132,BL,K,6854,,2024-03-31,2024-10-26,0230060,0,180,320,SIN,SIN,5:15,,5:15,,,,J,,2,3,,,6,
133,BL,K,,6250,2024-03-31,2024-10-26,0034000,0,180,320,,,,3:15,,3:15,BMV,BMV,J,,,3,4,,,
134,BL,K,,6519,2024-03-31,2024-10-26,1030000,0,180,320,,,,4:30,,4:30,PQC,PQC,J,1,,3,,,,
135,BL,K,,6523,2024-03-31,2024-10-26,0004000,0,180,320,,,,8:10,,8:10,PQC,PQC,J,,,,4,,,
136,BL,K,,6010,2024-03-31,2024-05-23,1004507,0,180,320,,,,3:30,,3:30,HAN,HAN,J,1,,,4,5,,7
137,BL,K,6015,,2024-03-31,2024-10-26,1234060,0,180,320,HAN,HAN,10:40,,10:40,,,,J,1,2,3,4,,6,
138,BL,K,6019,,2024-03-31,2024-06-05,1004060,0,180,320,HAN,HAN,14:50,,14:50,,,,J,1,,,4,,6,
139,BL,K,6518,,2024-03-31,2024-06-05,1234567,0,180,320,PQC,PQC,7:40,,7:40,,,,J,1,2,3,4,5,6,7
140,BL,K,6522,,2024-03-31,2024-10-26,1034567,0,180,320,PQC,PQC,11:10,,11:10,,,,J,1,,3,4,5,6,7
141,BL,K,6431,,2024-03-31,2024-10-26,0000507,0,180,320,VII,VII,5:25,,5:25,,,,J,,,,,5,,7
142,BL,K,6516,,2024-03-31,2024-10-26,1230567,0,180,320,PQC,PQC,5:35,,5:35,,,,J,1,2,3,,5,6,7
143,BL,K,,6066,2024-03-31,2024-04-05,0200000,0,186,320,,,,4:40,,4:40,DAD,DAD,J,,2,,,,,
144,BL,K,,6702,2024-03-31,2024-06-05,0200000,0,180,320,,,,7:10,,7:10,HAN,HAN,J,,2,,,,,
145,BL,K,,6262,2024-03-31,2024-10-26,1234567,0,186,320,,,,0:10,,0:10,PXU,PXU,J,1,2,3,4,5,6,7
146,BL,K,,6718,2024-03-31,2024-10-26,0234060,0,180,320,,,,23:05,,23:05,DAD,DAD,J,,2,3,4,,6,
147,BL,K,,6054,2024-03-31,2024-10-26,1234567,0,186,320,,,,0:15,,0:15,DAD,DAD,J,1,2,3,4,5,6,7
148,BL,K,6055,,2024-03-31,2024-05-23,1234567,0,186,320,DAD,DAD,3:35,,3:35,,,,J,1,2,3,4,5,6,7
149,BL,K,,6210,2024-03-31,2024-10-26,1234567,0,186,320,,,,1:45,,1:45,HUI,HUI,J,1,2,3,4,5,6,7
150,BL,K,6211,,2024-03-31,2024-10-26,1234567,0,186,320,HUI,HUI,5:30,,5:30,,,,J,1,2,3,4,5,6,7
151,BL,K,6510,,2024-03-31,2024-10-26,1234507,0,186,320,PQC,PQC,2:40,,2:40,,,,J,1,2,3,4,5,,7
152,BL,K,6510,,2024-03-31,2024-07-05,0000060,0,186,320,PQC,PQC,2:40,,2:40,,,,J,,,,,,6,
153,BL,K,,6700,2024-03-31,2024-05-23,1234567,0,186,320,,,,0:10,,0:10,BMV,BMV,J,1,2,3,4,5,6,7
154,BL,K,6512,,2024-03-31,2024-10-26,1234567,0,186,320,PQC,PQC,1:45,,1:45,,,,J,1,2,3,4,5,6,7
155,BL,K,,6752,2024-03-31,2024-10-26,1230507,0,180,320,,,,23:45,,23:45,DAD,DAD,J,1,2,3,,5,,7
156,BL,K,,6052,2024-03-31,2024-10-26,1234567,0,186,320,,,,2:20,,2:20,DAD,DAD,J,1,2,3,4,5,6,7
157,BL,K,6263,,2024-03-31,2024-10-26,1234567,0,186,320,PXU,PXU,2:40,,2:40,,,,J,1,2,3,4,5,6,7
158,BL,K,6433,,2024-03-31,2024-10-26,0230060,0,186,320,VII,VII,2:50,,2:50,,,,J,,2,3,,,6,
159,BL,K,,6710,2024-03-31,2024-05-24,1234567,0,186,320,,,,1:15,,1:15,PQC,PQC,J,1,2,3,4,5,6,7
160,BL,K,6701,,2024-03-31,2024-05-23,1004507,0,186,320,VII,VII,2:50,,2:50,,,,J,1,,,4,5,,7
161,BL,K,,7521,2024-03-31,2024-10-26,1234567,0,186,320,,,,10:40,,10:40,PQC,PQC,J,1,2,3,4,5,6,7
162,BL,K,6753,,2024-03-31,2024-05-23,1234567,0,180,320,DAD,DAD,3:35,,3:35,,,,J,1,2,3,4,5,6,7
163,BL,K,,6708,2024-03-31,2024-10-26,0200000,0,180,320,,,,2:05,,2:05,HAN,HAN,J,,2,,,,,
164,BL,K,,6708,2024-03-31,2024-10-26,0030500,0,180,320,,,,2:00,,2:00,HAN,HAN,J,,,3,,5,,
165,BL,K,6721,,2024-03-31,2024-10-26,1000060,0,180,320,DAD,DAD,6:50,,6:50,,,,J,1,,,,,6,
166,BL,K,,6702,2024-03-31,2024-10-26,0004007,0,180,320,,,,7:10,,7:10,HAN,HAN,J,,,,4,,,7
167,BL,K,,6704,2024-03-31,2024-10-26,0000500,0,180,320,,,,8:00,,8:00,HAN,HAN,J,,,,,5,,
168,BL,K,6205,,2024-03-31,2024-05-02,1000060,0,180,320,CXR,CXR,8:25,,8:25,,,,J,1,,,,,6,
169,BL,K,6727,,2024-03-31,2024-10-26,1034500,0,180,320,DAD,DAD,11:25,,11:25,,,,J,1,,3,4,5,,
170,BL,K,,6712,2024-03-31,2024-10-26,1000000,0,180,320,,,,11:40,,11:40,HAN,HAN,J,1,,,,,,
171,BL,K,,6712,2024-03-31,2024-10-26,0003000,0,180,320,,,,11:35,,11:35,HAN,HAN,J,,,3,,,,
172,BL,K,6703,,2024-03-31,2024-10-26,1234000,0,180,320,HAN,HAN,12:40,,12:40,,,,J,1,2,3,4,,,
173,BL,K,6703,,2024-03-31,2024-10-26,0000060,0,180,320,HAN,HAN,12:30,,12:30,,,,J,,,,,,6,
174,BL,K,6703,,2024-03-31,2024-10-26,0000007,0,180,320,HAN,HAN,12:45,,12:45,,,,J,,,,,,,7
175,BL,K,6729,,2024-03-31,2024-10-26,1234560,0,180,320,DAD,DAD,12:55,,12:55,,,,J,1,2,3,4,5,6,
176,BL,K,,6706,2024-03-31,2024-10-26,1034060,0,180,320,,,,13:00,,13:00,DAD,DAD,J,1,,3,4,,6,
177,BL,K,6705,,2024-03-31,2024-10-26,1234567,0,180,320,HAN,HAN,13:30,,13:30,,,,J,1,2,3,4,5,6,7
178,BL,K,6731,,2024-03-31,2024-10-26,1034567,0,180,320,DAD,DAD,14:05,,14:05,,,,J,1,,3,4,5,6,7
179,BL,K,6019,,2024-03-31,2024-10-26,0230507,0,180,320,HAN,HAN,14:50,,14:50,,,,J,,2,3,,5,,7
180,BL,K,,6511,2024-03-31,2024-10-26,1234567,0,186,320,,,,1:05,,1:05,PQC,PQC,J,1,2,3,4,5,6,7
181,BL,K,,6066,2024-03-31,2024-10-26,1030500,0,186,320,,,,4:40,,4:40,DAD,DAD,J,1,,3,,5,,
182,BL,K,,6066,2024-03-31,2024-10-26,0000060,0,186,320,,,,5:10,,5:10,DAD,DAD,J,,,,,,6,
183,BL,K,,6066,2024-03-31,2024-10-26,0000007,0,186,320,,,,6:20,,6:20,DAD,DAD,J,,,,,,,7
184,BL,K,6011,,2024-03-31,2024-10-26,0230060,0,186,320,HAN,HAN,5:10,,5:10,,,,J,,2,3,,,6,
185,BL,K,,6240,2024-03-31,2024-10-26,1234567,0,186,320,,,,6:55,,6:55,VDH,VDH,J,1,2,3,4,5,6,7
186,BL,K,,6038,2024-03-31,2024-10-26,1234567,0,186,320,,,,8:05,,8:05,HAN,HAN,J,1,2,3,4,5,6,7
187,BL,K,6013,,2024-03-31,2024-10-26,1234567,0,186,320,HAN,HAN,8:00,,8:00,,,,J,1,2,3,4,5,6,7
188,BL,K,,6230,2024-03-31,2024-10-26,0230060,0,186,320,,,,10:30,,10:30,UIH,UIH,J,,2,3,,,6,
189,BL,K,6241,,2024-03-31,2024-10-26,1004507,0,186,320,VDH,VDH,11:20,,11:20,,,,J,1,,,4,5,,7
190,BL,K,,6070,2024-03-31,2024-10-26,1234567,0,186,320,,,,12:05,,12:05,DAD,DAD,J,1,2,3,4,5,6,7
191,BL,K,6281,,2024-03-31,2024-10-26,1234567,0,186,320,VCL,VCL,12:20,,12:20,,,,J,1,2,3,4,5,6,7
192,BL,K,6231,,2024-03-31,2024-10-26,1234567,0,186,320,UIH,UIH,13:20,,13:20,,,,J,1,2,3,4,5,6,7
193,BL,K,6023,,2024-03-31,2024-10-26,1234567,0,186,320,HAN,HAN,15:25,,15:25,,,,J,1,2,3,4,5,6,7
194,BL,K,6071,,2024-03-31,2024-10-26,1234567,0,186,320,DAD,DAD,15:25,,15:25,,,,J,1,2,3,4,5,6,7
195,BL,K,,6204,2024-03-31,2024-10-26,1234567,0,186,320,,,,22:00,,22:00,CXR,CXR,J,1,2,3,4,5,6,7
196,BL,K,6053,,2024-03-31,2024-10-26,1234567,0,186,320,DAD,DAD,5:50,,5:50,,,,J,1,2,3,4,5,6,7
197,BL,K,6031,,2024-03-31,2024-10-26,1004507,0,186,320,HAN,HAN,5:25,,5:25,,,,J,1,,,4,5,,7
198,BL,K,6528,,2024-03-31,2024-10-26,0230060,0,186,320,PQC,PQC,5:05,,5:05,,,,J,,2,3,,,6,
199,BL,K,6728,,2024-03-31,2024-10-26,0230060,0,180,320,PQC,PQC,15:25,,15:25,,,,J,,2,3,,,6,
